,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
4049,1992-10,0,4.42983,59.0081,0.524231,0,130.668,0,0,0,0,0,5.22858e-05,0.533748,13.6402,27.3996,0,0,0,0,0,0,0,
4079,1992-11,0,4.63498,61.2276,0.581274,0,140.353,0.00237361,0.0155394,0,0,0,0.0195106,0.608473,14.078,28.5939,0,0,0,0,0,0,0,
4110,1992-12,0,4.6198,61.4346,0.553357,0,138.764,0,0,0,0,0,0.00204463,0.585442,14.1342,28.5202,0,0,0,0,0,0,0,
4141,1993-01,0,4.56459,61.0165,0.526559,0,136.816,0,0,0,0,0,0.000801956,0.556812,13.9974,28.2895,0,0,0,0,0,0,0,
4169,1993-02,0,4.44026,59.8819,0.478549,0,132.793,0,0,0,0,0,0.000452495,0.505755,13.6911,27.6542,0,0,0,0,0,0,0,
4200,1993-03,0,6.94496,63.4584,2.67671,0,135.177,1.88914,5.36424,0,0,0,2.00206,2.79814,18.2773,27.4569,0,0,0,0,0,0,0,
4230,1993-04,0,12.4267,86.8262,6.4954,0,162.821,0.475354,3.8641,0,0,0,4.40236,5.75117,36.9879,32.4781,0,0,0,0,0,0,0,
4261,1993-05,0,9.97666,95.9194,3.54132,0,196.028,0,0,0,0,0,0.323079,2.33734,36.6722,40.334,0,0,0,0,0,0,0,
4291,1993-06,0,9.93234,107.955,2.73,0,191.079,0,0.0164479,0,0,0,0.0436902,2.02562,36.9888,42.4396,0,0,0,0,0,0,0,
4322,1993-07,0,26.4661,127.732,17.4849,0,189.65,10.3647,35.6222,0,0,0,19.1172,15.9293,60.1391,46.2184,0,0,0,0,0,0,0,
4353,1993-08,0,43.8591,128.75,34.2698,0,182.443,12.3247,90.103,0,0,0,49.2264,29.8187,73.9914,44.9385,0,0,0,0,0,0,0,
4383,1993-09,0,45.2419,134.545,35.2395,0,200.749,2.02183,80.5736,0,0,0,53.8211,29.034,77.9013,47.2425,0,0,0,0,0,0,0,
4414,1993-10,0,40.5195,136.773,30.5223,0,193.386,0,60.943,0,0,0,45.5947,24.8149,76.1407,47.3646,0,0,0,0,0,0,0,
4444,1993-11,0,36.6591,136.175,26.8207,0,192.305,0,47.8918,0,0,0,39.0204,21.59,73.7311,47.13,0,0,0,0,0,0,0,
4475,1993-12,0,35.5549,138.078,25.6293,0,196.772,0,43.9257,0,0,0,36.88,20.5256,73.7691,47.5705,0,0,0,0,0,0,0,
4506,1994-01,0,34.669,137.491,24.8087,0,195.394,0,41.8182,0,0,0,35.5146,19.7797,73.1492,47.2457,0,0,0,0,0,0,0,
4534,1994-02,0,33.8045,136.21,24.0529,0,192.772,0,39.5129,0,0,0,34.1695,19.126,72.4286,46.6127,0,0,0,0,0,0,0,
4565,1994-03,0,38.0933,142.812,27.7863,0,205.43,0.341423,45.8696,0,0,0,38.1887,22.7581,79.1795,48.8455,0,0,0,0,0,0,0,
4595,1994-04,0,38.2082,140.433,28.0495,0,207.744,0.0217304,38.0348,0,0,0,36.6219,22.8642,81.8345,49.2682,0,0,0,0,0,0,0,
4626,1994-05,0,31.4044,132.451,21.9678,0,204.151,0.0361741,13.9911,0,0,0,24.8363,17.446,77.3888,47.7916,0,0,0,0,0,0,0,
4656,1994-06,0,29.0542,122.89,20.3013,0,173.096,0.400668,1.43513,0,0,0,17.4475,17.5006,75.3664,43.5719,0,0,0,0,0,0,0,
4687,1994-07,0,19.1622,99.5633,12.2074,0,117.498,0,0,0,0,0,5.74372,11.1167,58.0239,33.9201,0,0,0,0,0,0,0,
4718,1994-08,0,7.09229,60.9648,2.97864,0,55.7702,0,0,0,0,0,0.116014,2.27014,27.8285,20.8832,0,0,0,0,0,0,0,
4748,1994-09,0,2.7849,33.1326,0.58264,0,16.4774,0,0,0,0,0,9.32684e-05,0.302696,11.4546,11.9049,0,0,0,0,0,0,0,
4779,1994-10,0,2.8065,35.2489,0.468455,0,46.3262,0,0,0,0,0,0.0500379,0.405116,9.4377,15.14,0,0,0,0,0,0,0,
4809,1994-11,0,3.40415,44.7081,0.443543,0,65.0637,0,0,0,0,0,0.0218347,0.518471,11.2027,18.7486,0,0,0,0,0,0,0,
4840,1994-12,0,3.62348,48.247,0.430089,0,70.6151,0.00203634,0,0,0,0,0.029998,0.565441,11.9438,19.7924,0,0,0,0,0,0,0,
4871,1995-01,0,3.95281,53.6189,0.406171,0,80.4892,0,0,0,0,0,0.00673293,0.670066,13.0222,21.2715,0,0,0,0,0,0,0,
4899,1995-02,0,4.25754,57.3223,0.464949,0,89.3275,0,0.00127115,0,0,0,0.072848,0.779277,13.5598,23.1618,0,0,0,0,0,0,0,
4930,1995-03,0,4.5472,58.5246,0.668809,0,94.7083,0.00268287,0.147256,0,0,0,0.884964,0.830849,13.6238,23.8938,0,0,0,0,0,0,0,
